#EXUDYN parameter variation results file:models\Curriculum-Learning\SP\PPO_CL_Var1_ResultsVar.txt
#results stored columnwise for every parameter and individual
#Exudyn version = 1.7.0; Python3.9.11; Windows AVX2 FLOAT64; Windows10 V10.0.19045; AMD64; Intel64 Family 6 Model 186 Stepping 2, GenuineIntel(processing=multiprocessing.Pool, numberOfThreads=20)
#stableBaselines3 version = 1.8.0; torch version = 2.1.1+cpu
#
#columns:
#globalIndex,value,controlValues_00,controlValues_01,controlValues_10,controlValues_11,controlValues_20,controlValues_21,decaySteps_0,decaySteps_1,decaySteps_2,case,computationIndex
#parameter ranges [format: (begin, end, numberOfVariations) or list, parameters separated with ";"]:
#(1, 5, 5);(2, 10, 5);[0];(2, 6, 3);[0];[0];[0];(3000, 8000, 6);(6000, 16000, 6);(1, 5, 5)
0, (50, 25600), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 6000.0, 1, 0
1, (50, 19200), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 6000.0, 2, 1
2, (50, 20480), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 6000.0, 3, 2
3, (50, 25600), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 6000.0, 4, 3
4, (50, 25600), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 6000.0, 5, 4
5, (50, 20480), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 8000.0, 1, 5
6, (50, 23040), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 8000.0, 2, 6
7, (50, 26880), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 8000.0, 3, 7
8, (50, 25600), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 8000.0, 4, 8
9, (50, 15360), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 8000.0, 5, 9
10, (50, 20480), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 10000.0, 1, 10
11, (50, 23040), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 10000.0, 2, 11
12, (50, 29440), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 10000.0, 3, 12
13, (50, 26880), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 10000.0, 4, 13
14, (50, 20480), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 10000.0, 5, 14
15, (50, 26880), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 12000.0, 1, 15
16, (50, 23040), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 12000.0, 2, 16
17, (50, 29440), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 12000.0, 3, 17
18, (50, 19200), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 12000.0, 4, 18
19, (50, 19200), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 12000.0, 5, 19
20, (50, 25600), 1, 2.0, 0, 2.0, 0, 0, 0, 3000.0, 14000.0, 1, 20
